Culture,Ce este UNESCO?,"UNESCO (Organizația Națiunilor Unite pentru Educație, Știință și Cultură, conform denumirii originale din engleză, United Nations Educational, Scientific and Cultural Organization) a fost fondată în 1945. Una dintre misiunile UNESCO este cea de a menține o listă de locuri din patrimoniul mondial. Aceste locuri sunt importante din punct de vedere natural sau istoric, a căror conservare și salvare sunt importante pentru comunitatea mondială."
Culture,Două situri culturale din România înscrise în patrimoniul mondial UNESCO?,Două situri culturale din România înscrise în patrimoniul mondial UNESCO sunt: Delta Dunării și Centrul Istoric al Sighișoarei.
Culture,Ce știți despre Muzeul civilizației populațiilor tradiționale ASTRA?,"Situat în centrul României, la Sibiu, Complexul Național Muzeal ASTRA este cea mai importantă instituție etnomuzeală din România. Muzeul s-a născut din dorința românilor ardeleni de a-și defini propria identitate etnoculturală, în conglomeratul etnic al Imperiului Austro-Ungar și pe fondul emancipării culturale a tuturor popoarelor din centrul și sud-estul Europei."
Culture,Ce oraș din România a fost declarat capitală culturală europeană în 2007?,Orașul din România care a fost declarat capitală culturală europeană în 2007 este Sibiu.
Culture,Ce oraș din România va fi capitală culturală europeană în 2021?,Orașul din România care va fi capitală culturală europeană în 2021 este Timișoara.
Culture,Explicați expresia „A ajunge cuțitul la os”?,Expresia „A ajunge cuțitul la os” înseamnă a ajunge la capătul puterii; a fi într-o situație disperată.
Culture,Explicați expresia „A avea ac de cojocul cuiva”?,Expresia „A avea ac de cojocul cuiva” înseamnă a pune pe cineva la punct; a pedepsi pe cineva.
Culture,Explicați expresia „A căra apă cu ciurul”?,"Expresia „A căra apă cu ciurul” înseamnă a munci fără spor, în zadar sau a nu fi de nici un ajutor, folos (cuiva sau la ceva); a nu face nimic."
Culture,Explicați expresia „A face umbră pământului degeaba”?,Expresia „A face umbră pământului degeaba” înseamnă a nu fi în stare să realizeze nimic; a nu fi bun de nimic.
Culture,Explicați expresia „A fi cu ochii în patru”?,"Expresia „A fi cu ochii în patru” înseamnă a fi atent, a fi vigilant."
Culture,Explicați expresia „A pune carul înaintea boilor”?,Expresia „A pune carul înaintea boilor” înseamnă a lucra haotic / dezorganizat; a efectua o serie de acțiuni într-o ordine improprie / nefirească.
Culture,Explicați expresia „A bate fierul cât e cald”?,Expresia „A bate fierul cât e cald” înseamnă a acționa până nu e prea târziu.
Culture,Explicați expresia „A face cum îi taie capul”?,Expresia „A face cum îi taie capul” înseamnă a acționa conform propriilor dorințe / după bunul plac.
Culture,Explicați expresia „A bate la ochi”?,Expresia „A bate la ochi” înseamnă a fi suspect / dubios; a atrage atenția.
Culture,Explicați expresia „A călca pe bec”?,"Expresia „A călca pe bec” înseamnă o situație dificilă, fără ieșire, un obstacol neprevăzut, o greșeală, o situație delicată."
Culture,Explicați proverbul „Corb la corb nu scoate ochii”?,Proverbul „Corb la corb nu scoate ochii” înseamnă că cei care se aseamănă se protejează reciproc.
Culture,Explicați proverbul „Buturuga mică răstoarnă carul mare”?,Proverbul „Buturuga mică răstoarnă carul mare” înseamnă că un lucru mic poate avea uneori o importanță deosebită.
Culture,"Explicați proverbul „După război, mulți viteji se arată”?","În proverbul „După război, mulți viteji se arată” este descrisă situația în care atunci când pericolul sau greul a trecut, cei ce au stat deoparte și nu s-au implicat în rezolvarea problemei ies în evidență pentru a-și asuma aceste merite nemeritate."
Culture,Explicați proverbul „Cine aleargă după doi iepuri nu prinde niciunul”?,În proverbul „Cine aleargă după doi iepuri nu prinde niciunul” se descrie situația în care atunci când dorești să realizezi două activități concomitent nu reușești să duci la bun sfârșit niciuna dintre acțiuni.
Culture,Explicați proverbul „La pomul lăudat să nu te duci cu sacul”?,"În proverbul „La pomul lăudat să nu te duci cu sacul” este subliniată ideea că nu orice lucru lăudat de alții, se ridică la măsura așteptărilor noastre sau corespunde nevoilor noastre."
Culture,"Explicați proverbul „Lupul își schimbă părul, dar năravul ba”?","În proverbul „Lupul își schimbă părul, dar năravul ba” este subliniată ideea că deprinderile rele și învechite nu se schimbă ușor."
Culture,"Explicați proverbul „Mi-e milă de tine, dar de mine mi se rupe inima”?","În proverbul „Mi-e milă de tine, dar de mine mi se rupe inima” este subliniată ideea că oricât de mult ai vrea să îi ajuți pe alții, ajutorul dat lor nu trebuie să te afecteze în mod negativ și trebuie să te pui pe tine pe primul loc."
Culture,"Explicați proverbul „Nu face ce face popa, fă ce zice popa”?","În proverbul „Nu face ce face popa, fă ce zice popa” este subliniată ideea acceptării ipocriziei ca stare de fapt în societate; mulți oameni care ar trebui să reprezinte un exemplu prin poziția pe care o au și ceea ce zic, sunt trădați de propriile acțiuni, întrucât nu respectă chiar sfaturile pe care ele le dau altora."
Culture,Explicați proverbul „Paza bună trece primejdia rea”?,Proverbul „Paza bună trece primejdia rea” subliniază ideea de prudență înlătură întâmplările neplăcute.
Culture,Explicați proverbul „Ulciorul nu merge de multe ori la apă”?,Proverbul „Ulciorul nu merge de multe ori la apă” subliniază ideea că nu se poate întâmpla același lucru de mai multe ori.
Culture,"Explicați proverbul: ""Vorbești de lup și lupul la ușă""?","Proverbul: ""Vrobesti de lup si lupul la usa"" descrie situatia in care atunci cand vrobesti despre cineva, acesta tocmai soseste in locul in care te afli"
Category,Question,Answer
Geography,Poziția geografică a României pe glob.?,"România este situată în sud-estul Europei Centrale, în nordul Peninsulei Balcanice, în bazinul inferior al fluviului Dunărea, cu ieșire la Marea Neagră."
Geography,Care este suprafața României?,"Conform recensământului din 2019, suprafața României este de 238.397 km pătrați."
Geography,Care este populația României?,"Populația României este de 19,41 de milioane de locuitori."
Geography,De ce se spune despre România că este o țară carpatică?,"România este o țară carpatică, deoarece 2/3 din Munții Carpați se află pe teritoriul său."
Geography,De ce se spune despre România că este o țară dunăreană?,"De la Baziaș și până la Marea Neagră, pe o lungime de 1075 km (38% din lungimea totală), fluviul Dunărea constituie granița României. Ea străbate teritoriul țării noastre doar între Ostrov și estul orașului Galați."
Geography,De ce se spune despre România că este o țară pontică?,România este o țară pontică deoarece este una dintre țările care au ieșire la Marea Neagră.
Geography,Care sunt țările cu care se învecinează România?,"Țările cu care se învecinează cu România sunt: Bulgaria, Ucraina, Ungaria, Serbia, Republica Moldova."
Geography,Care sunt diviziunile munților Carpați?,"Diviziunile munților Carpați sunt: Carpații Orientali, Carpații Meridionali, Carpații Occidentali."
Geography,Care este cel mai înalt vârf muntos din România?,"Cel mai înalt vârf muntos din România este vârful Moldoveanu. Acesta are o înălțime de 2544 m și este situat în Carpații Meridionali, munții Făgăraș."
Geography,Care este cel mai vestic punct al României?,"Cel mai vestic punct al României este Beba Veche, în județul Timiș."
Geography,Care este cel mai sudic punct al României?,"Cel mai sudic punct al României este Zimnicea, în județul Teleorman."
Geography,Care este cel mai nordic punct al României?,"Cel mai nordic punct al României este Horodiștea, în județul Botoșani."
Geography,Care este cel mai estic punct al României?,"Cel mai estic punct al României este Sulina, în județul Tulcea."
Geography,Ce știți despre Delta Dunării?,"Delta Dunării este limitată la sud-vest de podișul Dobrogei, la nord cel al Basarabiei, iar în est se varsă în Marea Neagră. La nord, brațele Chilia și Musura formează granița cu Ucraina. Delta ocupă, împreună cu complexul lagunar Razim-Sinoe 5050 km², din care 732 km² aparțin Ucrainei, Delta românești revine-o suprafață de 2540 km². Este încadrata de limanuri și lacuri adiacente și cuprinde sute de lacuri între brațe, dintre care câteva zeci de mari dimensiuni. Datorită celor 67 milioane de tone de aluviuni aduse de Dunăre, Delta Dunării crește anual cu aproximativ 40 m². Cele 3 brațe ale Dunării sunt reprezentate de Brațul Chilia, Brațul Sulina, Brațul Sf. Gheorghe. Brațul Chilia, formând granița cu Ucraina, și transportă pe cursul său, de o lungime de 104 km², 60% din apele și aluviunile Dunării. Brațul Sulina este situat în mijlocul Deltei și, spre deosebire de Chilia, are un curs rectiliniu. Are o lungime de 71 km și transportă 18% din volumul de apă al Dunării. Cursul Brațului Sfântul Gheorghe este orientat spre sud-est, și se desfășoară pe 112 km, transportând 22% din volumul apei livrat de Dunării. La vărsare formează insulele Sacalin considerate un început de deltă secundară."
Geography,Ce știți despre Lacul Roșu?,"Lacul Roșu este un lac de baraj natural, care s-a format în urma prăbușirii unui versant. Împrejurimile lacului au un microclimat plăcut, deosebit de benefic pentru tratarea stărilor de extenuare fizică și psihică, insomnii, neurastenii. Temperatura medie multianuală este de 8°C, peste media de 6°C a depresiunilor intramontane. Valea este practic ferită de vânturi, aerul deosebit de curat, bogat în aerosoli naturali, împrejurile pioierilor grădini ecoițile excelente pentru cei cu acută sursă de regenerare rapidă pe cale naturală. Începând cu anul 1900, tocmai turismul balnear recreativ a fost cel care a adus dezvoltarea punctului de vedere a serviciilor turistice a acestui zone."
Geography,Ce știți despre Lacul Sf. Ana?,"Lacul Sfânta Ana este singurul lac vulcanic din România. Este situat în masivul Ciomatu din județul Harghita, în stânga râului Olt, în apropiere de stațiunea Tușnad. Lacul este așezat pe fundul craterului unui vulcan stins, cunoscut drept Ciomatu Mare. Lacul Sfânta Ana se află la o altitudine de 946 m. Lacul își completează naparul numai din precipitații, neavând izvoare. Lacul Sfânta Ana este o rezervație complexă naturală, geologică, floristică și faunistică, fiind legat de Băile Tușnad prin poete turistice."
Geography,Care sunt cele două râuri importante care izvorăsc din Munții Hășmaș?,Cele două râuri importante care izvorăsc din Munții Hășmaș sunt Oltul și Mureșul.
Geography,Enumerați trei stațiuni din Carpații Orientali.?,"Trei stațiuni din Carpații Orientali sunt reprezentate de Salina Praid, Slănic Moldova și Lacul Sf. Ana."
Geography,Ce știți despre Depresiunea Maramureșului?,"Depresiunea Țara Băsei este o depresiune din Grupa Nordică a Carpaților Orientali, situată la confluența apelor de râurile Vișeu, Iza și Mara, cu înălțimi medii de 800 de metri. Are un relief ce coboară în trepte către văile râurilor Olt și Someș. Depresiunea Maramureșului este o depresiune situată la nord și vest, continuându-se dincolo de hotarele țării."
Geography,Ce știți despre Depresiunea Brașovului?,"Depresiunea Țara Băsei este o depresiune situată în interiorul curbei Carpaților, reprezentată prin etajul estic al depresiunii Brașovului. Țara Băsei este o depresiune situată la circa 400 – 550 m deasupra nivelului mării, fiind înconjurată de dealuri și munți, iar majoritatea cetăților țării sunt creștini ortodocși. Clima Țării Băsei este temperată continentală, caracterizându-se prin nota de tranzitie dintre climatul meridional de la poalele etajului și cele boreale și temperate de tip continental."
Geography,Ce știți despre râul Tisa?,"Tisa este un râu care curge prin România, Ucraina, Slovacia, Ungaria și Serbia, ajunge și apoi se varsă în Dunăre lângă Belgrad. Este cel mai mare afluent al Dunării și adună apele de pe o suprafață de 157.186 km². Tisa are în România un raport de 64 km, la granița nordică a țării. Cei mai mari parte a cursului este pe teritoriul Ungariei și Serbiei unde, după ce colectează râurile din nord-vestul României, se varsă tot în Dunăre."
Geography,Ce știți despre vulcanii noroioși?,"Vulcanii noroioși sunt formațiuni create de gazele naturale provenind de la 3.000 de metri adâncime, care trec printr-un sol argilos, în combinație cu apa din pânza freatică. Gazele împing spre suprafață apa amestecată cu argilă. Nămolul format de aceste ieșiri de suprafață și, în locurile unde a ieșit nămolul, se usucă în contact cu aerul, formând niște structuri conice asemănătoare unor vulcani. Nămolul ieșit la suprafață este piesa de atractivitate a acestor arealuri. Rezervația Vulcanilor Noroioși, locul unde pământul fierbe, se întinde pe aproximativ 30 ha între localitățile buzoiene Scorțoaia și Berca și este formată din 4 zone: Fierbători, Pâclele Mari, Pâclele Mici și Beciu."
Geography,Care este cel mai lung drum de altitudine care străbat Carpații Meridionali?,Cele două drumuri de altitudine care străbat Carpații Meridionali sunt Transalpina și Transfăgărășanul.
Geography,Ce știți despre Babele și Sfinxul?,"Sfinxul din Munții Bucegi este ună formațiune stâncoasă situată la 2216 m altitudine, în complexul stancos Babele. Originea numelui Sfinxului este datorată asemănării sale cu un cap uman, mai exact cu Sfinxul Egiptean, formarea lui fiind datorată eroziunii eoliene(vântului). Babele sunt formațiuni stâncoase situate în apropiere de vârful Babele Mare (2292 m), situat în masivul Bucegi din Carpații Meridionali. Important obiectiv turistic, Cabana Babele este situată sub vârful cu același nume și este punctul de plecare central în drumețiile din munții Bucegi."
Geography,Enumerați trei stațiuni din Carpații Meridionali.?,"Trei stațiuni din Carpații Meridionali sunt Bușteni, Predeal, Sinaia."
Geography,Enumerați două rezervații naturale din Carpații Meridionali.?,"Două rezervații naturale: Parcul Național Cozia, Rezervația Rășinari."
Geography,Enumerați două peșteri aflate în circuitul turistic în Carpații Meridionali.?,"Două peșteri din circuitul turistic în Carpații Meridionali sunt Peștera Șura Mare, Peștera de Piciorul Babelor."
Geography,Enumerați trei lacuri glaciale din Carpații Meridionali.?,"Trei lacuri glaciale din Carpații Meridionali sunt Lacul Zănoaga Mare, Lacul Bucura, Lacul Bâlea."
Geography,Ce știți despre Porțile de Fier?,"Porțile de Fier este un defileu ce face parte din granița dintre Serbia și România. La est de Porțile de Fier, în apropiere de orașul Drobeta-Turnu Severin, se afla podul lui Traian."
Geography,Peșteri aflate în circuitul turistic în Carpații Occidentali.?,"Peșteri aflate în circuitul turistic din Carpații Occidentali sunt Peștera Ghețarul de la Vârtop, Peștera Honoaca Apei, Peștera cu Apă din Valea Legului."
Geography,Ce știți despre Țara Moților?,"Țara Moților este situată în Munții Apuseni, pe bazinul superior al râurilor Arieș și Crișul Alb. Această zonă cuprinde porțiuni din actualele județe Alba, Arad, Bihor, Cluj și Hunedoara. O porțiune din regiune este parte a Parcului Natural Apuseni. Țara Moților începe tradițional la Bistra, linie de demarcație cu Câmpeni, munții Tadai de către mulți Topesfofd de către austrici, considerați tradițional moții au fost considerați de descendenți ai celților, fie ai slavilor, ai alanilor sau ai triburilor germanice."
Geography,Care sunt resursele naturale ale României?,"Resursele naturale valorificabile ale României pot fi clasificate în două categorii: resurse regenerabile (minerale și combustibili fosili) și resurse regenerabile (apă, aer, sol, floră, faună), incluzând cele inepuizabile: energia solară, eoliană, geotermală și a valurilor). Între componentele resurselor naturale există legături și interacțiuni puternice, astfel că orice intervenție asupra uneia induce, inevitabil, consecințe și asupra celorlalți."
Geography,Unde se află cel mai mare ghețar subteran din România?,"Cel mai mare ghețar subteran din România se află la Peștera Scărișoara. Acesta este al doilea cel mai mare ghețar din lume, după cel din Slovacia."
Geography,Enumerați trei regiuni viticole din Moldova.?,"Trei regiuni viticole din Moldova sunt Podgoria Odobești, Podgoria Panciu, Podgoria Ivești."
Geography,Enumerați trei regiuni viticole din Ardeal.?,"Trei regiuni viticole din Ardeal sunt Podgoria Aiud, Podgoria Alba, Podgoria Târnave."
Geography,Enumerați trei regiuni viticole din Muntenia.?,"Trei regiuni viticole din Muntenia sunt Podgoria Dealu Mare, Podgoria Dealurile Buzăului, Podgoria Greaca."
Geography,Enumerați trei orașe din Bucovina.?,"Trei orașe din Bucovina sunt Frăsin, Solca, Gura Humorului."
Geography,Enumerați trei orașe din Moldova.?,"Trei orașe din Moldova sunt Iași, Bacău, Suceava."
Geography,Enumerați trei orașe din Dobrogea.?,"Trei orașe din Dobrogea sunt Constanța, Tulcea, Mangalia."
Geography,Enumerați trei orașe din Muntenia.?,"Trei orașe din Muntenia sunt Călărași, Slobozia, București."
Geography,Enumerați trei orașe din Oltenia.?,"Trei orașe din Oltenia sunt Craiova, Slatina, Drăgășani."
Geography,Enumerați trei orașe din Banat.?,"Trei orașe din Banat sunt Arad, Timișoara, Lugoj."
Geography,Enumerați trei orașe din Ardeal.?,"Trei orașe din Ardeal sunt Cluj, Turda, Sibiu."
Geography,Enumerați trei județe din Moldova.?,"Trei județe din Moldova sunt Bacău, Suceava, Iași."
Geography,Enumerați trei județe din Muntenia.?,"Trei județe din Muntenia sunt Ialomița, Călărași, Ilfov."
Geography,Enumerați trei județe din Ardeal.?,"Trei județe din Ardeal sunt Alba, Cluj-Napoca, Sibiu."
Geography,Enumerați trei câmpii din România.?,"Trei câmpii din România sunt Câmpia de Vest, Câmpia Română, Câmpia Moldovei."
Geography,Enumerați trei depresiunii din România.?,"Trei depresiuni din România sunt Depresiunea Brașovului, Depresiunea Brad, Depresiunea Beiuș."
Geography,Enumerați trei râuri care formează granița cu statele vecine ale României?,Granița României cu Moldova este realizată de râul Prut. Granița României cu Bulgaria este realizată de fluviul Dunărea. Granița României cu Ucraina este realizată de râul Tisa.
Geography,Care este valoarea cea mai mare bază hidrografică și cel mai mare debit din România?,Siretul este al cel mai mare bază hidrografică și cel mai mare debit din România.
Geography,Care este râu care trece prin Cluj-Napoca?,Râul care trece prin Cluj-Napoca este Someș.
Geography,Care este râu care trece prin Timișoara?,Râul care trece prin Timișoara este Bega.
Geography,Care este râu care trece prin București?,Râul care trece prin București este Dâmbovița.
Geography,Cole mai mari dinci cinci orașe din România?,"Cele mai mari dinci cinci orașe din România sunt București, Cluj-Napoca, Timișoara, Iași, Constanța."
Geography,Care sunt cele trei brațe ale Deltei Dunării?,"Cele trei brațe ale Deltei Dunării sunt Chilia, Sulina și Sfântul Gheorghe."
Geography,Enumerați cinci stațiuni de pe litoralul Mării Negre.?,"Cinci stațiuni de litoralul Mării Negre sunt Saturn, Neptun, 1 Mai, Jupiter, Eforie."
Geography,Ce știți despre fauna din Delta Dunării?,"Delta Dunării adăpostește o mare parte din fauna avicată a Europei – peste 3400 de specii, multe din ele fiind unice în lume. Tot aici își găsesc refugiul mamifere rare cum sunt Nurca Europeană, Vidra euroasiatică și Pisica sălbatică."
Geography,Ce știți despre flora din Delta Dunării?,"Delta are o biodiversitate unică, acoperă 500 de specii, dintre care 1839 de plante. Vegetația Deltei Dunării este preponderent specifică zonei umede, 78% fiind reprezentată de stuf, rogoz, papură, pipirig, salcie plicită. Este de menționat faptul că, în Deltă se găsesc cei mai mari năsturi contact cu apă din lume, având o suprafață de 1.750 km². Pe grindurile fluviale specifice cele mai întâlnite sunt arbori și sălci, plopiul alb, plopul negru, câinii, tufe de mure, etc. Una dintre rarele menționale ale zonei mai întâlnite vor fi stufărișurile, nuferii. În apropiere de zonele lacustre se găsesc și două plante carnivore, adiacente și otrăvitoare de balta. Un loc aparte îl formează Pădurea Letea, una dintre cele mai vechi rezervatii naturale din România și cea mai nordică pădure subtropicală din lume. Predomină stejarul, unul dintre cei cu vârste de peste 300 de ani. În pădure nu se pot întâlni și peste 10 specii de iarbă, unele care pot ajunge până la 25m."
Geography,Ce enumerați trei specii tipice ale Dunării?,"Fauna specifică zonei alpine în România este reprezentată de capra neagră, având de multe este etc."
Geography,Enumerați trei orașe port la Dunăre.?,"Trei orașe port la Dunăre sunt Galați, Brăila, Constanța."
Geography,Enumerați două porturi maritime ale României.?,"Două porturi maritime ale României sunt Constanța, Mangalia."
Geography,Ce țări realizează Dunărea graniță naturală a României?,Dunărea realizează graniță naturală a României cu Bulgaria și Serbia.
Geography,Care este structura etnică a populației României?,"România și țările din zonă are parte din diversitatea etnică ca din poziția sa geografică de drumurile majore de migrație continentală. 89,1 la sută din populație este română, iar peste 12 la sută reprezintă mai mult de douzeci de minorități etnice separate. Deși multe dintre aceste minorități sunt grupuri mici, minoritatea maghiară care reprezintă 7,8% din populația totală și este cea mai mare minoritate națională din România. Următoarea componentă cea mai mare a populației este etnia romă, care reprezintă până la 1,5% din populația totală. Există, de asemenea, un număr semnificativ de ucraineni, sârbi și croați, precum și o minoritate evreiască estimată de observatori occidentali între 20.000 și 25.000. Există, de asemenea, o populație de romi semnificativă."
Geography,Care este structura confesională a populației României?,"România este un stat laic și nu are religie de stat. România este una dintre țările europene în care religioasă dintre la ortodocși. Statul român recunoaște oficial 18 religii și confesiuni. 81,04% din populația stabilă și tări a fost identificată ca parte a Bisericii Ortodoxe Răsăritene la recensământul din 2011. Alte confesiuni creștine includ Biserica Catolică (atât catolicismul latin 4,53%), cât și greco-catolicismul (0,75% – 3,3%), calvinismul (2,99%) și confesiunile protestante (1,80%)."
Geography,Enumerați trei mănăstiri din Bucovina.?,"Trei mănăstiri din Bucovina sunt Putna, Voroneț, Moldovița."
Geography,Care este cea mai numeroasă minoritate națională din România?,Cea mai numeroasă minoritate națională din România este cea romă.
Geography,Care sunt cele mai vechi orașe din România?,"Cele mai vechi orașe din România sunt Constanța, Alba-Iulia, Sighișoara, Cluj-Napoca, Sibiu."
Geography,Enumerați cinci orașe universitare din România.?,"În România sunt București, Cluj-Napoca, Timișoara, Craiova, Iași."
Geography,Enumerați trei obiective turistice din Moldova.?,"Trei obiective turistice din Moldova sunt Mănăstirea Putna, Casa memorială a lui Ion Creangă, Casa memorială a lui Mihai Eminescu."
Geography,Enumerați trei obiective turistice din Ardeal.?,"Trei obiective turistice din Ardeal sunt Castelul Huniazilor, Salina Praid, Cetatea Devei."
Geography,Enumerați trei obiective turistice din Muntenia.?,"Trei obiective turistice din Muntenia sunt Vulcanii Noroioși, Centrul Vechi din București, Mănăstirea Curtea de Argeș."
Geography,Enumerați trei obiective turistice din București.?,"Trei obiective turistice din București sunt Parcul Herăstrău, Templul Coral, Palatul Parlamentului."
Geography,Enumerați trei obiective turistice din Cluj-Napoca.?,"Trei obiective turistice din Cluj-Napoca sunt Cetățuia, Biserica Sf. Mihail, Piața Unirii."
Geography,Enumerați trei obiective turistice din Iași.?,"Trei obiective turistice din Iași sunt Palatul Culturii, Bojdeuca lui Creangă, Mănăstirea Sfinții Trei Ierarhi."
Geography,Cum este organizat teritoriul României din punct de vedere administrativ-teritorial?,"Administrația României este una centralizată. Conform Constituției, teritoriul României este organizat, sub aspect administrativ, în comune, orașe și județe."
Geography,Enumerați patru fructe specific românești.?,"Pomii fructiferi specifici României sunt mărul, prunul, cireșul, părul."
Geography,În ce oraș funcționează singura centrală nucleară din România?,Singura centrală nucleară care funcționează din România se află la Cernavodă.
Geography,Enumerați două șantiere navale din România.?,Două șantiere navale din România sunt Șantierul Naval Giurgiu și Șantierul Naval de la Drobeta Turnu Severin.
Geography,Enumerați trei orașe centre ale industriei de construcții de mașini.?,"Trei orașe centre ale industriei constructoare de mașini sunt Arad, Craiova, Vâlcea."
Geography,Enumerați cinci orașe care au aeroporturi internaționale.?,"Cinci orașe care au aeroporturi internaționale sunt București, Cluj-Napoca, Constanța, Iași, Timișoara."
Geography,Enumerați trei organisme sau organizații internaționale din care face parte România?,"România face parte din NATO, UE, ONU."
Geography,Ce știți despre vegetația montană?,"Vegetația montană se găsește pe munți la altitudini mari (înălțimi). Acest tip de vegetație diferă în funcție de variație și creșterea în altitudine. Pe măsură ce înălțimea crește, temperatura scade. Astfel, copacii la altitudine mai mare sunt coniferi și formează pădurile de conifere."
Geography,Ce știți despre vegetația de dealuri și de podișuri?,"Aceste unități morfologice constituie o treime din rețeaua de relief între munți și câmpii, fiind situată la interiorul și preextierilor arcului carpatic. Cele mai importante sunt: Podișul Someșan, Podișul Transilvaniei, Piemonturile Vestice, Subcarpații, Podișul Moldovei, Dobrogea. Aceste unități morfologice cuprind între vale Dunării, Marea Neagră și granița cu Bulgaria este altitudini din următoarele zone de relief: Munții Dobrogei, între valea Dunării și podișul Babadagului, Podișul Dobrogei de nord, cuprins între Dunăre, Munții Dobrogei, Marea Neagră și Podișul Dobrogei de Sud, Podișul Dobrogei de Sud cuprins între Podișul Dobrogei de Nord, Dunăre, Marea Neagră și granița cu Bulgaria. Câmpiile de Vest."
Geography,Ce știți despre vegetația de câmpie?,"Vegetația de câmpie este reprezentată prin: păduri de stejar pedunculat păduri de cer și gâmăși și pajiști formate pe locul fostelor păduri de stejari, vegetație de silvostepă, care cuprinde păduri izolate de stejar brumăriu și de stejar pufos, pajiști xerofile de stepă, unde predomină păiușii, colilie etc. Vegetația luncilor este reprezentată prin păduri de salcie, plop, prin gârleuri de luncă și pajiști de luncă. Vegetația acvatică: bălțile și lacurile prezintă în general o repartizare zonată a vegetației iar frontul ca undă. La mal apare o zonă de rogozuri și stânjene de baltă, urmată apoi de o zona de stuf(foarte extinsă în Delta Dunării), în care predomină stuful în amestec cu papura și pipirigul. În zona centrală predomină nuferi și broscărită, iar la adâncimi mai mari brădișul."
Geography,Ce știți despre fauna alpină?,"Vegetația montană, care acoperi regiunile muntoase sub altitudine de 1700-1500 m, ete reprezentată prinpăduri de molid, în care predomină molidișiurile pure, iar în locurile mai joase, doar local, întâlnindu-se brad și pin, păduri amestecate de fag cu rașiunea, în care cresc predominant stejar, bradul și molidul, păduri de fag, caracterizate prin predominarea fagului(in amestec slab cu bradul), a molidului(in partea superioară), teiului, păltinului, frasinului, ulmului etc. Vegetația de dealuri și de podișuri este reprezentată prin: păduri de fag cu gorun, păduri de gorun și pajiști secundare stepizate, dezvoltate pe locul pădurile de gorun, păduri de stejar pedunculat în care predomină stejarii brumării asociat în amestec cu diverse alte esențe lemnoase pădurii de cer și gâmăși, cu pajiști stepizate și pajiști stepice secundare pajiști dezvoltate pe locul pădurilor alcătuite din diverse esențe de stejar și pajiști xeromezofile de silvostepă."
Geography,Ce știți despre animalele care trăiesc în păduri?,"În România există sute de mii de animale sălbatice, de la binecunoscutele căprioare – care pot fi întâlnite nu doar la munte, ci și în pădurile din zonele deluroase, premontane sau chiar de la câmpie – până la discrerți râși."
Geography,Reședința județului Gorj.?,Reședința județului Gorj este Târgu-Jiu.
Geography,Reședința județului Harghita.?,Reședința județului Harghita este Miercurea Ciuc.
Geography,Reședința județului Hunedoara.?,Reședința județului Hunedoara este Deva.
Geography,Reședința județului Ialomița.?,Reședința județului Ialomița este Slobozia.
Geography,Reședința județului Mehedinți.?,Reședința județului Mehedinți este Drobeta Turnu-Severin.
Geography,Reședința județului Maramureș.?,Reședința județului Maramureș este Baia Mare.
Geography,Reședința județului Olt.?,Reședința județului Olt este Slatina.
Geography,Reședința județului Prahova.?,Reședința județului Prahova este Ploiești.
Geography,Reședința județului Vrancea.?,Reședința județului Vrancea este Focșani.
Geography,Care este cel mai mare județ al României?,Cel mai mare județ al României este județul Timiș.
Geography,Care este cel mai mic județ al României?,Cel mai mic județ al României este județul Ilfov.
Geography,Enumerați trei universități din România?,"Trei universități din România sunt Universitatea București, Universitatea Babeș Bolyai din Cluj, Universitatea de Vest Timișoara."
Geography,Care este cel mai mare lac de acumulare din România?,Care este cel mai mare lac de acumulare din România este Lacul Vidraru.
Geography,Cum se numește stațiunea din sud-vestul României unde se găsesc cele mai calde ape termale?,Stațiunea din sud-vestul României unde se găsesc cele mai calde ape termale este stațiunea Băile Herculane.
Geography,Care este orașul situat la cea mai mare altitudine din România?,Orașul cu cea mai mare altitudine din România este Predeal.
Geography,Cel mai lung râu din România?,Cel mai lung râu din România este Dunărea.
Geography,Care este lacul cu cea mai mare suprafață din România?,Lacul cu cea mai mare suprafață din România este Razim.
Geography,Cei mai vechi vale ferată din România?,Cea mai veche cale ferată din România este Oravița-Lișava-Anina.
Geography,Recunoașteți imaginea de mai jos:?,În imaginea de mai jos este reprezentat Palatul Parlamentului.
Geography,Recunoașteți imaginea de mai jos:?,În imaginea de mai sus este reprezentat Castelul Bran.
Geography,Recunoașteți imaginea de mai jos:?,În imaginea de mai sus este reprezentat Ateneul Român.
Geography,Recunoașteți imaginea de mai jos:?,În imaginea de mai jos este reprezentat Arcul de Triumf.
Geography,Recunoașteți imaginea de mai jos:?,În imaginea de mai jos este reprezentat Castelul Corvinilor.
Category,Question,Answer
History,Ce știți despre geto-daci?,"Poporul geto-dac a făcut parte dintr-o ramură distinctă a tracilor. Geto-dacii trăiau în Antichitate în spațiul carpato-dunărean. Populația carpato-dunăreană a fost desemnată, de izvoarele grecești cu numele de geți, iar cele romane cu numele de daci. Întrucât geții și dacii erau potriviți uneia și aceleași civilizații și vorbeau aceeași limbă îi reprezintă de fapt, ramuri ale aceluiași popor, poporul geto-dac."
History,Enumerați cele mai importante colonii grecești de la Marea Neagră.?,"Cele mai importante colonii grecești de la Marea Neagră sunt: Histria, Tomis, Callatis."
